处逸	chǔ yì
处顺	chǔ shùn
处馆	chǔ guǎn
处高临深	chǔ gāo lín shēn
处齐	chǔ qí
备不住	bèi bú zhù
备尽	bèi jìn
备查	bèi zhā
备舍	bèi shè
备载	bèi zǎi
复于左毂	fù yú zuǒ gū
复兴	fù xīng
复子	fù zǐ
复子明辟	fù zǐ míng bì
复折	fù shé
复朴	fù piáo
复查	fù zhā
复沓	fù tà
复辟	fù bì
复还	fù huán
夏二子	xià èr zǐ
夏子	xià zǐ
夏楚	jiǎ chǔ
夏正	xià zhēng
夏清侯	xià qīng hòu
夏潦	xià liáo
夏种	xià zhòng
夏葛	xià gě
夏虫朝菌	xià chóng zhāo jūn
夏载	xià zǎi
夐别	xuàn bié
夐古	xuàn gǔ
夐夐	xuàn xuàn
夐寥	xuàn liáo
夐异	xuàn yì
夐然	xuàn rán
夐绝	xuàn jué
夐迂	xuàn yū
夐远	xuàn yuǎn
夐阻	xuàn zǔ
夐隔	xuàn gé
夔子	kuí zǐ
夕寐宵兴	xī mèi xiāo xīng
夕惕朝乾	xī tì zhāo qián
外仆	wài pú
外传	wài zhuàn
外切	wài qiē
外合里应	wài hé lǐ yìng
外地	wài dì
外场人	wài cháng rén
外外姐姐	wài wài jiě jie
外头	wài tou
外头人	wài tou rén
外子	wài zǐ
外应	wài yìng
外强	wài jiāng
外强中干	wài qiáng zhōng gān
外户子	wài hù zǐ
外曾祖	wài zēng zǔ
外活儿	wài huó er
外甸	wài diàn
外相	wài xiàng
外罗城	wài luó chéng
外罗院	wài luó yuàn
外舍	wài shè
外行	wài háng
外行人	wài háng rén
外行地	wài háng de
外行话	wài háng huà
外面儿光	wài miàn er guāng
夗专	wǎn zhuān
夙兴	sù xīng
夙兴夜处	sù xīng yè chǔ
夙兴夜寐	sù xīng yè mèi
夙兴昧旦	sù xīng mèi dàn
多一个	duō yí gè
多一点	duō yì diǎn
多会儿	duō huì er
多佛尔海峡	duō fó ěr hǎi xiá
多劳多得	duō láo duō de
多口相声	duō kǒu xiàng sheng
多咱	duō zá
多哇	duō wā
多嘴多舌	duō zuǐ duō shè
多子	duō zǐ
多应	duō yìng
多得	duō de
多文为富	duō wén wéi fù
多普勒效应	duō pǔ lè xiào yìng
多曾	duō zēng
多次曝光	duō cì bào guāng
多滥葛	duō làn gě
多灾多难	duō zāi duō nàn
多端寡要	duō duān guǎi yào
多罗	duō luó
多罗叶	duō luó yè
多览葛	duō lǎn gě
多言数穷	duō yán shuò qióng
多财善贾	duō cái shàn gǔ
多重人格	duō chóng rén gé
多重国籍	duō chóng guó jí
多重性	duō chóng xìng
多钱善贾	duō qián shàn gǔ
多难	duō nàn
多难兴邦	duō nàn xīng bāng
夜光之璧	ye guang zi bi
夜发	yè fèi
夜夜曲	yè yè qǔ
夜头	yè tou
夜如何其	yè rú hé jī
夜星子	yè xīng zǐ
夜曲	yè qǔ
夜游子	yè yóu zǐ
夜蛤	yè gé
夜长梦多	yè cháng mèng duō
夜长梦短	yè cháng mèng duǎn
夜静更深	yè jìng gēng shēn
夜静更阑	yè jìng gēng lán
够不着	gòu bù zháo
够劲儿	gòu jìn er
够呛	gòu qiàng
够得上	gòu děi shàng
够得着	gòu de zháo
够意思	gòu yì si
够戗	gòu qiàng
够着	gòu zháo
夤缘攀附	yín yuán pān fǔ
大不了	dà bù liǎo
大丫头	dà yā tou
大事不妙	dà shì bú miào
大事铺张	dà shì pū zhāng
大人不见小人怪	dà rén bú jiàn xiǎo rén guài
大人先生	dà rén xiān sheng
大仆	dà pú
大仓	tài cāng
大仰爬脚子	dà yǎng pá jiǎo zǐ
大伯子	dà bǎi zǐ
大佛阁	dà fó gé
大侯	dà hòu
大保长	dà bǎo cháng
大兴	dà xīng
大兴土木	dà xīng tǔ mù
大兴地	dà xīng de
大兴安岭	dà xīng ān lǐng
大冠子夏	dà guàn zi xià
大出丧	dà chū sāng
大剌剌	dà là là
大动干戈	dà dòng gān gē
大包干	dà bāo gān
大包干儿	dà bāo gān er
大半拉	dà bàn lǎ
大单于	dà chán yú
大卷	dà juàn
大历十才子	dà lì shí cái zǐ
大君子	dà jūn zǐ
大咧咧	dà liē liē
大哗	dà huá
大唐三藏取经诗话	dà táng sān zàng qǔ jīng shī huà
大喇喇	dà là là
大喜若狂	dā xǐ ruò kuáng
大地	dà dì
大地回春	dà dì huí chūn
大地春回	dà dì chūn huí
大地测量	dà dì cè liáng
大地艺术	dà dì yì shù
大堡礁	dà pù jiāo
大堤曲	dà dī qǔ
大声地要求	dà shēng de yāo qiú
大处着墨	dà chù zhuó mò
大处着眼	dà chù zhuó yǎn
大大咧咧	dà dà liē liē
大大地拖累了	dà dà de tuō lěi le
大大地露脸	dà dà de lòu liǎn
大夫	dài fū
大夫松	dài fū sōng
大夫枝	dài fū zhī
大头娃娃	dà tóu wá wa
大奶奶	dà nǎi nai
大妈妈	dà mā ma
大姆子	dà mǔ zǐ
大始	tài shǐ
大姐姐	dà jiě jie
大娘子	dà niáng zǐ
大子	tài zǐ
大宛	dà yuān
大宛马	dà yuān mǎ
大家伙	dà jiā huo
大家伙儿	dà jiā huo er
大家子	dà jiā zǐ
大将	dà jiàng
大尉迟	dà yù chí
大少爷	dà shào yé
大少爷作风	dà shào yé zuò fēng
大尽	dà jìn
大山	tài shān
大山小山	tài shān xiǎo shān
大岯	dà pī
大师傅	dà shī fū
大师父	dà shī fu
大弦子戏	dà xián zǐ xì
大息	tài xī
大折	dà shé
大抬杆	dà tái gǎn
大拇指头	dà mǔ zhǐ tou
大换血	dà huàn xiě
大排行	dà pái háng
大撒把	dà sā bà
大斗	dà dǒu
大晟	dà shèng
大晟府	dà shèng fǔ
大晟词	dà shèng cí
大月氏	dà ròu zhī
大有为	dà yǒu wéi
大有作为	dà yǒu zuò wéi
大有可为	dà yǒu kě wéi
大有见地	dà yǒu jiàn dì
大本曲	dà běn qǔ
大查科平原	dà zhā kē píng yuán
大树底下好乘凉	dà shù dǐ xià hǎo chéng liàng
大模厮样	dà mú sī yàng
大模大样	dà mú dà yàng
大模尸样	dà mú shī yàng
大步流星	dǎ bù liú xīng
大毒日头	dà dú rì tou
大比例尺地图	dà bǐ lì chǐ dì tú
大气保温效应	dà qì bǎo wēn xiào yìng
大气磅礴	dà qì páng bó
大汗	dà hán
大汶口文化	dà mén kǒu wén huà
大洋盆地	dà yáng pén dì
大溜	dà liù
大濩	dà hù
大煞风趣	dà shà fēng qù
大率	dà shuài
大王父	dài wáng fù
大王风	dài wáng fēng
大璞不完	tài bú bù wán
大甸	dà diàn
大皇	tài huáng
大盆地	dà pén dì
大相国寺	dà xiàng guó sì
大碗儿茶	dà wǎn er chá
大碗岛上的一个星期日	dà wǎn dǎo shàng de yí gè xīng qī rì
大缪	dà miù
大缪不然	dà miù bù rán
大罗	dà luó
大罗便	dà luó biàn
大罗天	dà luó tiān
大罗氏	dà luó shì
大罗神仙	dà luó shén xiān
大而无当	dà ér wú dàng
大肆铺张	dà sì pū zhāng
大肠杆菌	dà cháng gǎn jūn
大肥喏	dà féi rě
大脑殻	dà nǎo ké
大脚片儿	dà jiǎo piān er
大脚色	dà jué sè
大腹便便	dà fù pián pián
大自流盆地	dà zì liú pén dì
大舌头	dà shé tou
大舍	dà shè
大茀	dà bó
大落	dà luō
大落落	dà luō luò
大著作	dà zhù zuò
大藏	dà zàng
大藏经	dà zàng jīng
大行人	dà háng rén
大行大市	dà háng dà shì
大行政区	dà háng zhèng qū
大行皇后	dà háng huáng hòu
大说	dà yuè
大谁	dà shuí
大谱儿	dà pǔ er
大貉小貉	dà mò xiǎo mò
大贾	dà gǔ
大路椎轮	dà lù zhuī lún
大轴	dà zhòu
大轴子	dà zhòu zǐ
大辂椎轮	dà lù zhuī lún
大辟	dà bì
大还丹	dà huán dān
大道曲	dà dào qǔ
大部分	dà bù fèn
大部分地	dà bù fèn de
大都	dà dū
大都会	dà dū huì
大都宪	dà dū xiàn
大长秋	dà cháng qiū
大门头儿	dà mén tou er
大间歇泉	dà jiàn xiē quán
大陆漂移说	dà lù piāo yí shuō
大隗	dà wěi
大难	dà nàn
大难不死	dà nàn bù sǐ
大难临头	dà nàn lín tóu
大雄佛	dà xióng fó
大雅君子	dà yǎ jūn zǐ
大面儿	dà miàn er
大面皮儿	dà miàn pí er
大风子	dà fēng zǐ
大风曲	dà fēng qǔ
大黄鱼	dài huáng yú
大龙湫	dà lóng qiū
天下为公	tiān xià wéi gōng
天下为家	tiān xià wéi jiā
天下为笼	tiān xià wéi lóng
天下兴亡	tiān xià xīng wáng
天下脊	tiān xià jǐ
天不转地转	tiān bù zhuàn dì zhuàn
天之僇民	tiān zhī ruò mín
天之骄子	tiān zhī jiāo zǐ
天人之分	tiān rén zhī fèn
天人感应	tiān rén gǎn yìng
天人相应	tiān rén xiāng yìng
天仙子	tiān xiān zǐ
天值地值	tiān zhí dì zhí
天公地道	tiān gōng dì dào
天兵天将	tiān bīng tiān jiàng
天冠地屦	tiān guān dì jù
天凝地闭	tiān níng dì bì
天分	tiān fèn
天华	tiān huā
天华乱坠	tiān huā luàn zhuì
天南地北	tiān nán dì běi
天可汗	tiān kè hán
天台女	tiān tāi nǚ
天台宗	tiān tāi zōng
天台山	tiān tāi shān
天呀	tiān yā
天哟	tiān yo
天地	tiān dì
天地不容	tiān dì bù róng
天地主	tiān dì zhǔ
天地会	tiān dì huì
天地剖判	tiān dì pōu pàn
天地君亲师	tiān dì jūn qīn shī
天地头	tiān dì tóu
天地折	tiān dì shé
天地根	tiān dì gēn
天地桌	tiān dì zhuō
天地母	tiān dì mǔ
天地经纬	tiān dì jīng wěi
天地良心	tiān dì liáng xīn
天地诛戮	tiān dì zhū lù
天地诛灭	tiān dì zhū miè
天地长久	tiān dì cháng jiǔ
天堂地狱	tiān táng dì yù
天塌地陷	tiān tā dì xiàn
天大地大	tiān dà dì dà
天头地角	tiān tóu dì jiǎo
天姥	tiān mǔ
天姥山	tiān mǔ shān
天子	tiān zǐ
天子妃	tiān zǐ fēi
天子气	tiān zǐ qì
天子门生	tiān zǐ mén shēng
天子魔	tiān zǐ mó
天宝当年	tian bao dang nian
天家	tiān jie
天寒地冻	tiān hán dì dòng
天将	tiān jiàng
天尽头	tiān jìn tóu
天崩地坍	tiān bēng dì tān
天崩地坼	tiān bēng dì chè
天崩地塌	tiān bēng dì tā
天崩地裂	tiān bēng dì liè
天崩地解	tiān bēng dì jiě
天崩地陷	tiān bēng dì xiàn
天差地远	tiān chā dì yuǎn
天干	tiān gān
天干地燥	tiān gān de zào
天平地成	tiān píng dì chéng
天应	tiān yìng
天开地辟	tiān kāi dì pì
天得	tiān de
天悬地隔	tiān xuán dì gé
天愁地惨	tiān chóu dì cǎn
天成地平	tiān chéng dì píng
天授地设	tiān shòu dì shè
天摇地动	tiān yáo dì dòng
天摧地塌	tiān cuī dì tā
天文地理	tiān wén dì lǐ
天旋地转	tiān xuán dì zhuàn
天时地利人和	tiān shí dì lì rén hé
天昏地暗	tiān hūn dì àn
天昏地黑	tiān hūn dì hēi
天晓得	tiān xiǎo de
天氓	tiān méng
天涯地角	tiān yá dì jiǎo
天灾地变	tiān zāi dì biàn
天灾地妖	tiān zāi dì yāo
天王老子	tiān wáng lǎo zǐ
天生一对	tiān shēng yí duì
天生地设	tiān shēng dì shè
天生子	tiān shēng zǐ
天监	tiān jiàn
天相	tiān xiàng
天真地认为	tiān zhēn de rèn wéi
天知地知	tiān zhī dì zhī
天知地知你知我知	tiān zhī dì zhī nǐ zhī wǒ zhī
天禄大夫	tiān lù dài fū
天策上将	tiān cè shàng jiàng
天经地义	tiān jīng dì yì
天经地纬	tiān jīng dì wěi
天罗	tiān luó
天罗地网	tiān luó dì wǎng
天翻地覆	tiān fān dì fù
天老地荒	tiān lǎo dì huāng
天荆地棘	tiān jīng dì jí
天荒地老	tiān huāng dì lǎo
天菑	tiān zī
天覆地载	tiān fù dì zǎi
天诛地灭	tiān zhū dì miè
天资卓越	tiān zī zhuó yuè
天造地设	tiān zào dì shè
天道好还	tiān dào hǎo huán
天郄	tiān xì
天都	tiān dū
天钥	tiān yuè
天长地久	tiān cháng dì jiǔ
天长地老	tiān cháng dì lǎo
天长日久	tiān cháng rì jiǔ
天长观	tiān cháng guān
天阙	tiān què
天随子	tiān suí zǐ
天雨	tiān yù
天雨粟	tiān yù sù
天震地骇	tiān zhèn dì hài
天高地下	tiān gāo dì xià
天高地厚	tiān gāo dì hòu
天高地迥	tiān gāo dì jiǒng
太仆	tài pú
太冲	tài chòng
太卜	tài bǔ
太子	tài zǐ
太子参	tài zi shēn
太子太保	tài zǐ tài bǎo
太子洗马	tài zǐ xǐ mǎ
太子港	tài zǐ gǎng
太室阙	tài shì què
太常雅乐	tài cháng yǎ yuè
太平天子	tài píng tiān zǐ
太朴	tài piáo
太煞	tài shà
太甚	tài shèn
太甚地	tài shèn de
太监	tài jiàn
太行八陉	tài háng bā xíng
太行山	tài háng shān
太行山绿化工程	tài háng shān lǜ huà gōng chéng
太过分	tài guò fèn
太阳地儿	tài yáng dì ér
太阳黑子	tài yáng hēi zǐ
太阿	tài ē
太阿倒持	tài ē dào chí
太阿在握	tài ē zài wò
夫夫	fú fū
夫子	fū zǐ
夫子兵	fū zǐ bīng
夫子墙	fū zǐ qiáng
夫子庙	fū zǐ miào
夫子自道	fū zǐ zì dào
夫差	fū chāi
夫己氏	fú jǐ shì
央央跄跄	yāng yāng qiàng qiàng
央行	yāng háng
夯货	bèn huò
夯雀儿先飞	bèn què ér xiān fēi
失勒	shī lè
失地	shī dì
失张倒怪	shī zhāng dǎo guài
失当	shī dàng
失得	shī de
失惊倒怪	shī jīng dǎo guài
失懽	shī guàn
失流疎剌	shī liú shū là
失溜疎剌	shī liū shū là
失溜疏剌	shī liū shū là
失留疎剌	shī liú shū là
失着	shī zhāo
失筴	shī jiā
失粘	shī nián
失而复得	shī ér fù de
失调	shī tiáo
失败为成功之母	shī bài wéi chéng gōng zhī m
失载	shī zǎi
失露	shī lòu
失马塞翁	shī mǎ sài wēng
头上着头	tóu shàng zhuó tóu
头上著头	tóu shàng zhuó tóu
头会	tóu kuài
头会箕敛	tóu kuài jī liǎn
头会箕赋	tóu kuài jī fù
头儿	tou er
头儿脑儿	tou er nǎo er
头出头没	tóu chū tóu mò
头发	tóu fà
头发油	tóu fà yóu
头发胡子一把抓	tóu fà hú zǐ yī bǎ zhuā
头地	tóu dì
头头儿	tóu tóu er
头庶剠	tóu shù lüè
头把儿	tóu bà er
头没杯案	tóu mò bēi àn
头牟	tóu mù
头童齿豁	tóu tóng chǐ huò
头膊子	tóu bó zǐ
头足异处	tóu zú yì chǔ
夷为平地	yí wéi píng dì
夷俟	yí sì
夷牟	yí mù
夷翟	yí zhái
夷貉	yí mò
夷迹	yí jì
夸夺子	kuā duó zǐ
夸嫚	kuā màn
夸谩	kuā màn
夹丝玻璃	jiā sī bō li
夹克	jiá kè
夹克衫	jiá kè shān
夹层玻璃	jiā céng bō li
夹布	jiá bù
夹布子	jiá bù zǐ
夹板医驼子	jiá bǎn yī tuó zǐ
夹桚	jiā zā
夹毂	jiā gū
夹毂队	jiā gū duì
夹肢窝	gā zhī wō
夹脊梁	jiā jǐ liáng
夹衖	jiā lòng
夹衣	jiá yī
夹衩	jiā chà
夹袄	jiá ǎo
夹被	jiá bèi
夹被窝	jiá bèi wō
夹裙	jiá qún
夹裤	jiá kù
夺人所好	duó rén suǒ hào
夺冠	duó guàn
夺得	duó de
奄人	yān rén
奇中	qí zhòng
奇倔	qí juè
奇偶	jī ǒu
奇函数	jī hán shù
奇卓	qí zhuó
奇厖福艾	qí máng fú ài
奇嶷	qí nì
奇数	jī shù
奇数地	jī shù de
奇男子	qí nán zǐ
奇绩	qí jì
奇羡	jī xiàn
奇肱	jī gōng
奇请它比	qí qíng tā bǐ
奇蹄目	jī tí mù
奇迹	qí jì
奇迹地	qí jì de
奇迹般地	qí jì bān de
奇隽	qí jùn
奇零	jī líng
奉为	fèng wéi
奉为圭臬	fèng wéi guī niè
奉为楷模	fèng wéi kǎi mó
奉为至宝	fèng wéi zhì bǎo
奉供	fèng gòng
奉公不阿	fèng gōng bù ē
奉地	fèng dì
奉承	fèng cheng
奉裳衣	fèng cháng yī
奉还	fèng huán
奋兴	fèn xīng
奋发有为	fèn fā yǒu wéi
奋轧	fèn zhá
奋迹	fèn jì
奏乐	zòu yuè
奏剡	zòu yǎn
奏曲	zòu qǔ
奏绩	zòu jì
奏鸣曲	zòu míng qǔ
契切	qì qiē
奓刺	zhà cì
奓大	zhà dà
奓太	zhà tài
奓毛	zhà máo
奓沙	zhà shā
奓言	zhà yán
奓靡	zhà mí
奔丧	bēn sāng
奔命	bèn mìng
奔头	bèn tou
奔头儿	bèn tou er
奔走呼号	bēn zǒu hū háo
奖掖	jiǎng yè
套供	tào gòng
套口供	tào kǒu gòng
套子	tào zǐ
套曲	tào qǔ
套种	tào zhòng
奚似	xī sì
奠都	diàn dū
奡兀	ào wū
奤子	hǎ zǐ
奥地利	ào dì lì
奥地利一八四八年革命	ào dì lì yī bā sì bā nián gé mìng
奥地利人	ào dì lì rén
奥地利帝国	ào dì lì dì guó
奥地利王位继承战争	ào dì lì wáng wèi jì chéng zhàn zhēng
奥处	ào chǔ
奥得河	ào de hé
奥折	ào shé
奥赛罗	ào sài luó
奬掖	jiǎng yè
奬藉	jiǎng jiè
女主角	nǚ zhǔ jué
女主角地	nǚ zhǔ jué de
女仆	nǚ pú
女儿葛	nǚ ér gě
女公子	nǚ gōng zǐ
女冠子	nǚ guàn zi
女大不中留	nǚ dà bù zhòng liú
女子	nǚ zǐ
女子国	nǚ zǐ guó
女子子	nǚ zǐ zǐ
女子无才便是德	nǚ zǐ wú cái biàn shì dé
女将	nǚ jiàng
女弟子	nǚ dì zǐ
女相	nǚ xiàng
女相如	nǚ xiàng rú
女红	nǚ gōng
女罗	nǚ luó
女角	nǚ jué
奴产子	nú chǎn zǐ
奴仆	nú pú
奴子	nú zǐ
奶哥哥	nǎi gē ge
奶奶	nǎi nai
奶子	nǎi zǐ
奶子府	nǎi zǐ fǔ
奸为	jiān wéi
奸同鬼蜮	jiān tong guǐ yù
奸子	jiān zǐ
奸愬	jiān shuò
她为难地	tā wéi nán de
好一会儿	hǎo yī huì er
好丹非素	hào dān fēi sù
好为事端	hào wéi shì duān
好为人师	hào wéi rén shī
好事之徒	hào shì zhī tú
好事者	hào shì zhě
好仇	hào qiú
好似	hǎo sì
好佚恶劳	hào yì wù láo
好便似	hǎo biàn sì
好兆头	hǎo zhào tou
好利	hào lì
好动	hào dòng
好勇斗狠	hào yǒng dòu hěn
好古	hào gǔ
好吃懒做	hào chī lǎn zuò
好善	hào shàn
好善乐施	hào shàn lè shī
好善嫉恶	hào shàn jí è
好善恶恶	hǎo shàn wù è
好大喜功	hào dà xǐ gōng
好天儿	hǎo tiān er
好奇	hào qí
好奇地	hào qí de
好奇地听	hào qí de tīng
好奇地看着	hào qí de kàn zhe
好奇地问	hào qí de wèn
好奇地问一句	hào qí de wèn yī jù
好奇地问道	hào qí de wèn dào
好奇心	hào qí xīn
好好地睡一觉	hǎo hǎo de shuì yī jiào
好嬉子	hǎo xī zǐ
好学	hào xué
好学不倦	hào xué bù juàn
好学地	hào xué de
好学深思	hào xué shēn sī
好客	hào kè
好家伙	hǎo jiā huo
好尚	hào shàng
好尽	hǎo jìn
好得很	hǎo de hěn
好恶	hào wù
好意思	hǎo yì si
好战	hào zhàn
好战分子	hào zhàn fèn zi
好战地	hào zhàn de
好整以暇	hào zhěng yǐ xiá
好斗	hào dòu
好施	hào shī
好日头	hǎo rì tou
好景不长	hǎo jǐng bù cháng
好样儿的	hǎo yàng er de
好梦不长	hǎo mèng bù cháng
好生之德	hào shēng zhī dé
好畤侯	hǎo zhì hòu
好管闲事	hào guǎn xián shì
好翫	hǎo wàn
好耍子	hǎo shuǎ zǐ
好胜	hào shèng
好胜地	hào shèng de
好自为之	hǎo zì wéi zhī
好色	hào sè
好色之徒	hào sè zhī tú
好色地	hào sè de
好行小惠	hào xíng xiǎo huì
好语似珠	hǎo yǔ sì zhū
好读书	hào dú shū
好谋善断	hào móu shàn duàn
好还	hǎo huán
好逸恶劳	hào yì wù láo
好酒贪杯	hào jiǔ tān bēi
好问决疑	hào wèn jué yí
好问则裕	hào wèn zé yù
好闲	hào xián
好音	hào yīn
好骑者堕	hào qí zhě duò
好高	hào gāo
好高务远	hào gāo wù yuǎn
好高骛远	hào gāo wù yuǎn
好高鹜远	hào gāo wù yuǎn
如之奈何	rú zhī nai hé
如切如磋	rú qiē rú cuō
如台	rú yí
如履平地	rú lǚ píng dì
如履薄冰	rú lǚ bó bīng
如应斯响	rú yìng sī xiǎng
如拾地芥	rú shí dì jiè
如数家珍	rú shǔ jiā zhēn
如来佛	rú lái fó
如水投石	rú shǔ tóu shí
如水赴壑	rú shǔ fù hè
如法炮制	rú fǎ páo zhì
如狼似虎	rú láng sì hǔ
如狼如虎	rú láng sì hǔ
如痴似醉	rú chī sì zuì
如胶似漆	rú jiāo sì qī
如花似月	rú huā sì yuè
如花似朵	rú huā sì duǒ
如花似玉	rú huā sì yù
如花似锦	rú huā sì jǐn
如闻其声	rú wéi qí shēng
如饥似渴	rú jī sì kě
如饥似渴地	rú jī sì kě de
如鱼似水	rú yú sì shuǐ
如龙似虎	rú lóng sì hǔ
妃子	fēi zǐ
妃子园	fēi zǐ yuán
妃子笑	fēi zǐ xiào
妄为	wàng wéi
妄折	wàng shé
妄男子	wàng nán zǐ
妄自菲薄	wàng zì fěi bó
妆掠	zhuāng lüě
妆晃	zhuāng huàng
妆谎子	zhuāng huǎng zǐ
妇人孺子	fù rén rú zǐ
妇子	fù zǐ
妈妈	mā ma
妈妈子	mā ma zǐ
妈妈论儿	mā ma lùn ér
妈巴子	mā bā zǐ
妈拉巴子	mā lā bā zǐ
妒罗绵	dù luó mián
妖么	yāo mǒ
妖由人兴	yāo yóu rén xīng
妗子	jìn zǐ
妙肖	miào xiāo
妙迹	miào jì
妙龄女子	miào líng nǚ zǐ
妞子	niū zǐ
妥切	tuǒ qiē
妥当	tuǒ dàng
妥当地	tuǒ dàng de
妮子	nī zǐ
妹妹	mèi mei
妹子	mèi zǐ
妻儿老少	qī ér lǎo shào
妻娶	qì qǔ
妻子	qī zǐ
妻子似地	qī zǐ shì de
妻子般地	qī zǐ bān de
妻梅子鹤	qī mén zǐ hè
妻略	qì lüè
妻离子散	qī lí zǐ sàn
姁媮	xū yú
姐姐	jiě jie
姑奶奶	gū nǎi nai
姑姥姥	gū lǎo lao
姑子	gū zǐ
姑射神人	gū yè shén rén
姑爷爷	gū yé ye
姓仇	xìng qiú
姓任	xìng rén
姓冠	xìng guàn
姓干	xìng gān
姓甚名谁	xìng shèn míng shuí
姓解	xìng xiè
委佗	wěi yí
委咽	wěi yān
委地	wěi dì
委委佗佗	wēi wēi tuó tuó
委委蛇蛇	wěi wēi yí shé
委折	wěi shé
委曲成全	wěi qǔ chéng quán
委泊	wěi bó
委璅	wěi zǎo
委窝子	wěi wō zǐ
委肉虎蹊	wěi ròu hǔ xī
委舍	wěi shè
委蛇	wēi yí
委迤	wěi yǐ
委迹	wěi jì
委靡	wěi mǐ
委靡不振	wěi mǐ bù zhèn
姘头	pīn tou
姜子牙	jiāng zǐ yá
姝子	shū zǐ
姥姥	lǎo lao
姨奶奶	yí nǎi nai
姨姥姥	yí lǎo lao
姬仆	jī pú
姿意妄为	zī yì wàng wéi
威信扫地	wēi xìn sǎo dì
威吓	wēi hè
威折	wēi shé
威挟	wēi jiā
威望素着	wēi wàng sù zhù
威望素著	wēi wàng sù zhù
威绩	wēi jì
威音王佛	wēi yīn wáng fó
威风扫地	wēi fēng sǎo dì
娃娃	wá wa
娃娃亲	wá wa qīn
娃娃气	wá wa qì
娃娃生	wá wa shēng
娃娃鱼	wá wa yú
娃子	wá zǐ
娄子	lóu zǐ
娄罗	lóu luó
娅嬛	yā huán
娇娜	jiāo nuó
娇媠	jiāo duò
娇嫚	jiāo màn
娇子	jiāo zǐ
娇的的	jiāo de dí
娇荑	jiāo yí
娉婷婀娜	pīng tíng ē nuó
娉婷袅娜	pīng tíng niǎo nuó
娑罗	suō luó
娑罗双树	suō luó shuāng shù
娑罗林	suō luó lín
娑罗笼	suō luó lóng
娑罗绵	suō luó mián
娑罗花	suō luó huā
娘们儿	niáng men er
娘子	niáng zǐ
娘子关	niáng zǐ guān
娘子兵	niáng zǐ bīng
娘子军	niáng zǐ jūn
娘子布	niáng zǐ bù
娘母子	niáng mǔ zǐ
娟嬛	juān qióng
娭光	xī guāng
娭娭	xī xī
娭娱	xī yú
娭戏	xī xì
娱妻弄子	yú qī nòng zǐ
娶媳妇儿	qǔ xí fù er
婀娜	ē nuó
婀娜多姿	ē nuó duō zī
婆侯伎	pó hòu jì
婆婆	pó po
婆子	pó zǐ
婆罗洲	pó luó zhōu
婆罗门	pó luó mén
婆罗门呪	pó luó mén zhòu
婆罗门咒	pó luó mén zhòu
婉切	wǎn qiē
婉娩	wǎn wǎn
婉折	wǎn shé
婊子	biǎo zǐ
婐划	wǒ huá
婑堕	wǒ duò
婑娜	wǒ nà
婑媠	wǒ duò
婗子	ní zǐ
婚丧喜庆	hūn sāng xǐ qìng
婚假	hūn jià
婚生子女	hūn shēng zǐ nǚ
婢仆	bì pú
婢子	bì zǐ
婪沓	lán tà
婴子	yīng zǐ
婴罗	yīng luó
婵娟子	chán juān zǐ
婵媛	chán yuán
婶儿	shěn er
媒妈妈	méi mā ma
媒子	méi zǐ
媚子	mèi zǐ
媚曲	mèi qǔ
媟嫚	xiè màn
媠媠	duò duò
媠岀	duò chū
媠服	duò fú
媠谩	duò màn
媮乐	yú lè
媮冒	yú mào
媮窳	yú yǔ
媮靡	yú mí
媲迹	pì jì
媳妇子	xí fù zǐ
媿切	kuì qiē
嫁子	jià zǐ
嫌恶	xián wù
嫌恶地	xián wù de
嫌郄	xián xì
嫌长道短	xián cháng dào duǎn
嫏嬛洞	láng qióng dòng
嫚书	màn shū
嫚令	màn lìng
嫚侮	màn wǔ
嫚娒	màn wǔ
嫚惰	màn duò
嫚戏	màn xì
嫚戾	màn lì
嫚易	màn yì
嫚法	màn fǎ
嫚游	màn yóu
嫚秦	màn qín
嫚臧	màn zāng
嫚言	màn yán
嫚词	màn cí
嫚语	màn yǔ
嫚辞	màn cí
嫚辱	màn rǔ
嫚逆	màn nì
嫚骂	màn mà
嫡子	dí zǐ
嫡长	dí cháng
嫡长子	dí zhǎng zǐ
嫡长继承	dí cháng jì chéng
嫩妇女子	nèn fù nǚ zǐ
嬖大夫	bì dài fū
嬖子	bì zǐ
嬗更	shàn gēng
嬛佞	qióng nìng
嬛好	qióng hǎo
嬛嬛	xuān xuān
嬛緜	qióng mián
嬛绵	qióng mián
嬛薄	qióng báo
嬴得	yíng de
嬷嬷妈	mó mó mā
孀妻弱子	shuāng qī ruò zǐ
孊嫚	mǐ màn
子一代	zǐ yī dài
子不语	zǐ bù yǔ
子丑寅卯	zǐ chǒu yín mǎo
子个	zǐ gè
子为父隐	zǐ wéi fù yǐn
子么	zǐ mǒ
子乔	zǐ qiáo
子书	zǐ shū
子云亭	zǐ yún tíng
子产	zǐ chǎn
子亭	zǐ tíng
子人	zǐ rén
子代	zǐ dài
子使	zǐ shǐ
子侄	zǐ zhí
子侨	zǐ qiáo
子充	zǐ chōng
子党	zǐ dǎng
子公	zǐ gōng
子公司	zǐ gōng sī
子兮	zǐ xī
子养	zǐ yǎng
子利	zǐ lì
子剌	zǐ là
子午	zǐ wǔ
子午仪	zǐ wǔ yí
子午痧	zǐ wǔ shā
子午线	zǐ wǔ xiàn
子午花	zǐ wǔ huā
子午莲	zǐ wǔ lián
