死心踏地	sǐ xīn tà dì
死扣儿	sǐ kòu er
死无葬身之地	sǐ wú zàng shēn zhī dì
死沓沓	sǐ tà tà
死灰槁木	sǐ huī kū mù
死者青春长在	sǐ zhě qīng chūn cháng zài
死而死矣	si er si yi
死胡同	sǐ hú tòng
死败涂地	sǐ bài tú dì
死身分	sǐ shēn fèn
死难	sǐ nàn
歼剥	jiān bāo
殀亡	yǎo wáng
殀札	yǎo zhá
殂没	cú mò
殆尽	dài jìn
殇子	shāng zǐ
殇折	shāng shé
殉难	xùn nàn
殊功劲节	shū gōng jìng jié
殊勋异绩	shū xūn yì jì
殊卓	shū zhuó
殊甚	shū shèn
殊绩	shū jì
残兵败将	cán bīng bài jiàng
残军败将	cán jūn bài jiàng
残剥	cán bāo
残卷	cán juàn
残折	cán shé
残掠	cán lüě
残更	cán gēng
残氓	cán méng
残迹	cán jì
殒身不恤	yǔn shēn bú xù
殖民地	zhí mín dì
殚尽	dān jìn
殪仆	yì pú
段子	duàn zǐ
殷红	yān hóng
殷罗	yīn luó
殽乱	yáo luàn
殽函	yáo hán
殽列	yáo liè
殽异	yáo yì
殽杂	yáo zá
殽混	yáo hùn
殽烝	yáo zhēng
殽然	yáo rán
殽羞	yáo xiū
殽脀	yáo zhēng
殽舛	yáo chuǎn
殽蔌	yáo sù
殽赜	yáo zé
殽阪	yáo bǎn
殽餗	yáo sù
殽馔	yáo zhuàn
殽黾	yáo miǎn
殿屎	diàn xī
殿舍	diàn shè
毁冠裂裳	huǐ guān liè cháng
毁剥	huǐ bāo
毁家纾难	huǐ jiā shū nàn
毁折	huǐ shé
毁舟为杕	huǐ zhōu wéi duò
毁钟为铎	huǐ zhōng wéi duó
毂下	gū xià
毂兵	gū bīng
毂毂	gū gū
毂碌碌	gū lù lù
毂端	gū duān
毂绾	gū wǎn
毂輠	gū guǒ
毂转	gū zhuǎn
毂辘	gū lù
毂辘鹰	gū lù yīng
毂阳	gū yáng
毂骑	gū qí
毋为牛后	wú wéi niú hòu
毋宁	wú nìng
毋宁死	wù nìng sǐ
母以子贵	mǔ yǐ zǐ guì
母子	mǔ zǐ
母慈子孝	mǔ cí zǐ xiào
母权子	mǔ quán zǐ
母陀罗	mǔ tuó luó
毒切	dú qiē
毒掠	dú lüě
毒日头	dú rì tou
毓子孕孙	yù zǐ yùn sūn
比似	bǐ sì
比例因子	bǐ lì yīn zǐ
比例失调	bǐ lì shī tiáo
比兴	bǐ xīng
比勒陀利亚	bǐ lè tuó lì yà
比喻失当	bǐ yù shī dàng
比物属事	bǐ wù zhǔ shì
比肩叠迹	bǐ jiān dié jì
比肩接迹	bǐ jiān jiē jì
比肩迭迹	bǐ jiān dié jì
比舍	bǐ shè
比迹	bǐ jì
比量	bǐ liáng
比长	bǐ cháng
比驯	bǐ xùn
毕剥	bì bāo
毕卓	bì zhuó
毕毕剥剥	bì bì bāo bāo
毕罗	bì luó
毕钵罗	bì bō luó
毗罗帽	pí luó mào
毗耶	pí yē
毗舍	pí shè
毛丫头	máo yā tou
毛卷	máo juàn
毛发	máo fà
毛发丝粟	máo fà sī sù
毛发之功	máo fà zhī gōng
毛发倒竖	máo fà dǎo shù
毛发悚然	máo fà sǒng rán
毛发耸然	máo fà sǒng rán
毛呢	máo ní
毛地黄	máo dì huáng
毛子	máo zǐ
毛子檄	máo zǐ xí
毛崽子	máo zǎi zǐ
毛毛楞楞	máo máo lèng lèng
毛玻璃	máo bō li
毛茸	máo róng
毛茸茸	máo róng róng
毛葛	máo gě
毛蛋蛋子	máo dàn dàn zǐ
毛遂	máo suí
毛遂堕井	máo suí duò jǐng
毛锥子	máo zhuī zǐ
毛鸦头	máo yā tou
毡子	zhān zǐ
毫不客气地说	háo bú kè qì de shuō
毫不屑意	háo bú xiè yì
毫发	háo fà
毫发不爽	háo fà bù shuǎng
毫子	háo zǐ
毫忒	háo tuī
毫末不札	háo mò bù zhā
毬子	qiú zǐ
毬子心肠	qiú zǐ xīn cháng
毬子菊	qiú zǐ jú
氐土貉	dī tǔ mò
民为贵君为轻	mín wéi guì jūn wéi qīng
民乐	mín yuè
民以食为天	mín yǐ shí wéi tiān
民圩	mín xū
民氓	mín méng
民痡	mín pū
民穷财尽	mín qióng cái jìn
民舍	mín shè
民长	mín cháng
氓伍	méng wǔ
氓伯	méng bó
氓俗	méng sú
氓外	méng wài
氓宇	méng yǔ
氓家	méng jiā
氓庶	méng shù
氓廛	méng chán
氓征	méng zhēng
氓撩	méng liáo
氓智	méng zhì
氓獠	méng liáo
氓籍	méng jí
氓萌	méng méng
氓蚩	méng chī
氓隶	méng lì
气克斗牛	qì kè dǒu niú
气冲斗牛	qì chōng dǒu niú
气冲牛斗	qì chōng niú dǒu
气势磅礴	qì shì páng bó
气吞牛斗	qì tūn niú dǒu
气吞虹蜺	qì tūn hóng yī
气咽	qì yè
气哄哄	qì hǒng hǒng
气孱	qì chán
气尽	qì jìn
气应	qì yìng
气息奄奄	qì xī yān yān
气贯长虹	qì guàn cháng hóng
气长	qì cháng
氧吧	yǎng bā
水中捉月	shui zhong zhuo yue
水中着盐	shuǐ zhōng zhuó yán
水中著盐	shuǐ zhōng zhuó yán
水仙子	shuǐ xiān zǐ
水作坊	shuǐ zuō fang
水傀儡	shuǐ kuǐ lěi
水分	shuǐ fèn
水吊子	shuǐ diào zǐ
水地	shuǐ dì
水堨	shuǐ ài
水处	shuǐ chǔ
水尽山穷	shuǐ jìn shān qióng
水尽鹅飞	shuǐ jìn é fēi
水帝子	shuǐ dì zǐ
水手号子	shuǐ shǒu hào zǐ
水曲	shuǐ qǔ
水栅	shuǐ shān
水波不兴	shuǐ bō bù xīng
水浇地	shuǐ jiāo dì
水浒传	shuǐ hǔ zhuàn
水浮子	shuǐ fú zǐ
水溜	shuǐ liù
水溜溜	shuǐ liù liū
水漂儿	shuǐ piǎo ér
水漫地	shuǐ màn dì
水濆	shuǐ pēn
水火不兼容	shuǐ huǒ bù xiāng róng
水皮儿	shuǐ pí er
水硙	shuǐ wèi
水磨工夫	shuǐ mó gōng fu
水穷山尽	shuǐ qióng shān jìn
水筩	shuǐ yǒng
水簸箕	shuǐ bò ji
水芝欹器	shuǐ zhī qī qì
水菑	shuǐ zī
水过地皮湿	shuǐ guò dì pí shī
水远山长	shuǐ yuǎn shān cháng
水陼	shuǐ dǔ
永远地在一起	yǒng yuǎn de zài yì qǐ
永长	yǒng cháng
永靓	yǒng liàng
氽子	tǔn zǐ
汁子	zhī zǐ
求假	qiú jià
求灶头不如告灶尾	qiú zào tou bù rú gào zào wěi
求灶头不如求灶尾	qiú zào tou bù rú qiú zào wěi
求爹爹告奶奶	qiú diē diē gào nǎi nai
求神拜佛	qiú shén bài fó
求神问卜	qiú shén wèn bǔ
求福	qiú fù
求过于供	qiú guò yú gòng
求间	qiú jiàn
求降	qiú xiáng
汇丰银行	huì fēng yín háng
汉乐府	hàn yuè fǔ
汉地	hàn dì
汉家飞将	hàn jiā fēi jiàng
汉票签处	hàn piào qiān chǔ
汉藏语系	hàn zàng yǔ xì
汊子	chà zǐ
汋乐	yuè lè
汋约	yuè yuē
汔尽	qì jìn
汗禢儿	hàn tā ér
汗袷	hàn jiá
汗褂儿	hàn guà er
汗迹	hàn jì
汗颜无地	hàn yán wú dì
汛地	xùn dì
汝成人耶	nu cheng ren ye
江东三罗	jiāng dōng sān luó
江南七子	jiāng nán qī zǐ
江南曲	jiāng nán qǔ
江城子	jiāng chéng zǐ
江干	jiāng gān
江曲	jiāng qǔ
江沲	jiāng duò
江河行地	jiāng hé xíng dì
江淹才尽	jiāng yān cái jìn
江湖子弟	jiāng hú zǐ dì
江濆	jiāng pēn
江甸	jiāng diàn
江神子	jiāng shén zǐ
江翻海倒	jiāng fān hǎi dǎo
江郎才尽	jiāng láng cái jìn
江都	jiāng dū
江都马	jiāng dū mǎ
江隩	jiāng yù
污潦	wū liáo
污濊	wū wèi
污脏	wū zāng
污迹	wū jì
汤匙	tāng chí
汤汤	shāng shāng
汤汤儿	shāng shāng ér
汤汤荡荡	shāng shāng dàng dàng
汤爆肚	tāng bào dǔ
汤罗	tāng luó
汤羊	tàng yáng
汨罗	mì luó
汨罗江	mì luó jiāng
汩徂	yù cú
汩没	gǔ mò
汩流	yù liú
汩潏	gǔ jué
汩起	yù qǐ
汩越	yù yuè
汪子	wāng zǐ
汪洋恣肆	wāng yáng zī sì
汪濊	wāng wèi
汪踦卫国	wāng jī wèi guó
汪锜卫国	wāng yǐ wèi guó
汰石子	tài shí zǐ
汰迹	tài jì
汲汲忙忙	ji ji mang mang
汲长	jí cháng
汶汶	mén mén
汶浊	mén zhuó
汹涌彭湃	xiōng yǒng péng pai
汹涌淜湃	xiōng yǒng péng pai
汹涌澎湃	xiōng yǒng péng pài
汽划子	qì huá zǐ
汾曲	fén qǔ
沂曲	yí qǔ
沃地	wò dì
沅江九肋	yuán jiāng jiǔ lèi
沈切	shěn qiē
沈到	chén dào
沈博绝丽	chén bó jué lì
沈哦	shěn ò
沈嫚	shěn màn
沈子	shěn zǐ
沈思	chén sī
沈朴	shěn piáo
沈浸	chén jìn
沈漂	shěn piāo
沈潦	shěn liáo
沈甸甸	shěn diàn diàn
沈痾	shěn kē
沈薶	shěn wō
沈迹	shěn jì
沈长	shěn cháng
沉不住气	chén bú zhù qì
沉吟不决	chén yīn bù jué
沉吟不语	chén yīn bù yǔ
沉吟未决	chén yīn wèi jué
沉吟章句	chén yīn zhāng jù
沉没	chén mò
沉甸甸	chén diàn diàn
沉甸甸地	chén diàn diàn de
沉疴宿疾	chén kē sù jì
沉着	chén zhuó
沉着地	chén zhuó de
沉着地说	chén zhuó de shuō
沉着痛快	chén zhuó tòng kuài
沉著痛快	chén zhù tòng kuài
沉谋重虑	chén móu chóng lǜ
沐猴而冠	mù hóu ér guàn
沐猴衣冠	mù hóu yī guàn
沓乱	tà luàn
沓冈复岭	tà gāng fù lǐng
沓冒	tà mào
沓出	tà chū
沓匮	tà kuì
沓合	tà hé
沓墨	tà mò
沓嬲	tà niǎo
沓子	tà zǐ
沓嶂	tà zhàng
沓拖	tà tuō
沓杂	tà zá
沓来	tà lái
沓来踵至	tǎ lái zhǒng zhì
沓来麕至	tà lái yǒu zhì
沓杯	tà bēi
沓沓	tà tà
沓浪	tà làng
沓潮	tà cháo
沓猥	tà wěi
沓至	tà zhì
沓舌	tà shé
沓蔼	tà ǎi
沓贪	tà tān
沓障	tà zhàng
沓风	tà fēng
沓飒	tà sà
沙参	shā shēn
沙啦沙啦	shā lā shā lā
沙地	shā dì
沙坻	shā dǐ
沙拉拉	shā là lā
沙拉沙拉	shā là shā là
沙椎	shā zhuī
沙殻子	shā ké zǐ
沙潬	shā tān
沙碱地	shā jiǎn dì
沙罗	shā luó
沙荒地	shā huāng dì
沙蛤	shā gé
沙铫子	shā yáo zǐ
沙饧	shā xíng
沙鸥翔集	sha ou xiang ji
沙鹘	shā hú
沛濊	pèi wèi
沟子	gōu zǐ
没不煞	méi bù shà
没世	mò shì
没世不忘	mò shì bù wàng
没世不渝	mò shì bù yú
没世无称	mò shì wú chēng
没世无闻	mò shì wú wén
没世穷年	mò shì qióng nián
没世难忘	mò shì nán wàng
没乱	mò luàn
没乱杀	mò luàn shā
没乱死	mò luàn sǐ
没乱煞	mò luàn shà
没了头	méi liǎo tóu
没了当	méi liǎo dàng
没了捆儿	méi liǎo kǔn ér
没了收	méi liǎo shōu
没了落	méi liǎo luò
没什	méi shí
没作理会处	méi zuò lǐ huì chǔ
没倒断	méi dǎo duàn
没做奈何处	méi zuò nài hé chǔ
没做理会处	méi zuò lǐ huì chǔ
没入	mò rù
没入脚处	mò rù jiǎo chǔ
没兴	méi xīng
没包弹	méi bāo tán
没可得	méi kě de
没合煞	méi hé shà
没商量	méi shāng liáng
没地	mò dì
没地里	mò dì lǐ
没地里的巡检	mò dì lǐ de xún jiǎn
没头帖子	méi tóu tiě zǐ
没头没尾	méi tóu mò wěi
没头苍蝇	méi tóu cāng ying
没奈何	mò nài hé
没完没了	méi wán méi liǎo
没完没了地	méi wán méi liǎo de
没帐得算	méi zhàng de suàn
没干净	méi qián jìng
没弹剥	méi dàn bāo
没得	méi de
没意思	méi yì si
没折至	méi shé zhì
没挑儿	méi tiāo er
没挞煞	méi tà shà
没搭煞	méi dā shà
没撩没乱	méi liáo mò luàn
没收	mò shōu
没收煞	mò shōu shā
没有空	méi yǒu kòng
没来头	méi lái tou
没查利	méi zhā lì
没样儿	méi yàng er
没没无闻	mò mò wú wén
没溜儿	méi liù ér
没漂	méi piāo
没理会处	méi lǐ huì chǔ
没留没乱	méi liú mò luàn
没着落	méi zhuó luò
没矢	mò shǐ
没空	méi kòng
没空儿	méi kòng ér
没空生有	méi kòng shēng yǒu
没肚子	méi dǔ zi
没脊骨	méi jǐ gǔ
没药	mò yào
没落	mò luò
没衷一是	mò zhōng yī shì
没谱儿	méi pǔ er
没起倒	méi qǐ dǎo
没过	mò guò
没金饮羽	mò jīn yǐn yǔ
没颜落色	méi yán lào shǎi
没颠没倒	méi diān méi dǎo
没食子酸	méi sì zǐ suān
没骨头	méi gú tou
没齿	mò chǐ
没齿不忘	mò chǐ bù wàng
没齿无怨	mò chǐ wú yuàn
没齿难忘	mò chǐ nán wàng
沤子	ōu zǐ
沤朴	ōu piáo
沤泊	ōu bó
沤田	òu tián
沤肥	òu féi
沤麻	òu má
沤麻池	òu má chí
沦剥	lún bāo
沦卷	lún juàn
沦没	lún mò
沦漂	lún piāo
沧浪	cāng láng
沧浪亭	cāng láng tíng
沧浪叟	cāng láng sǒu
沧浪君	cāng láng jūn
沧浪天	cāng láng tiān
沧浪子	cāng láng zǐ
沧浪客	cāng láng kè
沧浪洲	cāng láng zhōu
沧浪老人	cāng láng lǎo rén
沫儿	mò er
沮折	jǔ shé
沮泞	jù nìng
沮洳	jù rù
沮洳场	jù rù chǎng
沮淤	jù yū
沮舍	jǔ shè
沮诘	jǔ jié
河中曲	hé zhōng qǔ
河伯为患	hé bó wéi huàn
河侯	hé hòu
河叉	hé chà
河女曲	hé nǚ qǔ
河梁之谊	hé liáng zhì yí
河泊所	hé bó suǒ
河涸海干	hé hé hǎi qián
河清难俟	hé qīng nán sì
河满子	hé mǎn zǐ
河祗脯	hé zhī fǔ
河落海干	hé luò hǎi gān
沵迤	mǐ yǐ
沸天震地	fèi tiān zhèn dì
沸沸汤汤	fèi fèi shāng shāng
油丝子烟	yóu sī zǐ yān
油嘴儿	yóu zuǐ er
油嘴呱嗒舌	yóu zuǐ guā dā shé
油坊	yóu fáng
油子	yóu zǐ
油幢	yóu zhuàng
油幢车	yóu zhuàng chē
油干火尽	yóu gān huǒ jìn
油干灯尽	yóu gàn dēng jìn
油干灯草尽	yóu gān dēng cǎo jìn
油晃晃	yóu huàng huǎng
油果子	yóu guǒ zǐ
油浸枇杷核	yóu jìn pí bà hé
油炒枇杷核	yóu chǎo pí bà hé
油炸	yóu zhá
油炸土豆片	yóu zhá tǔ dòu piàn
油炸果	yóu zhá guǒ
油炸桧	yóu zhá guì
油炸烩	yóu zhá huì
油炸脍	yóu zhá kuài
油炸鬼	yóu zhá guǐ
油票儿	yóu piào er
油纸枚子	yóu zhǐ méi zǐ
油脂仔	yóu zhī zǎi
油脂模糊	yóu zhī mó hu
油花卜	yóu huā bǔ
油軿	yóu pēng
油軿车	yóu pēng chē
油迹	yóu jì
油铛	yóu chēng
治丧	zhì sāng
治地	zhì dì
治绩	zhì jì
治载	zhì zǎi
治迹	zhì jì
治阿	zhì ē
沼地	zhǎo dì
沼泽地	zhǎo zé dì
沽泊	gū bó
沾沾自好	zhān zhān zì hào
泄沓	xiè tà
泄泄	yì yì
泄泄沓沓	xiè xiè tà tà
泄露	xiè lòu
泄露天机	xiè lòu tiān jī
泉曲	quán qǔ
泉瀑	quán bào
泊主	bó zhǔ
泊位	bó wèi
泊地	pō dì
泊如	bó rú
泊子	pō zǐ
泊定地	pō deng de
泊尔	bó ěr
泊栢	bó bǎi
泊步	bó bù
泊泊	bó bó
泊然	bó rán
泊礼	bó lǐ
泊船瓜洲	bó chuán guā zhōu
泊车	bó chē
泊隆通	bó lóng tōng
泌阳	bì yáng
法不阿贵	fǎ bù ē guì
法云地	fǎ yún dì
法供	fǎ gòng
法子	fǎ zǐ
法家拂士	fǎ jiā bì shì
法帖	fǎ tiè
法幢	fǎ zhuàng
法律行为	fǎ lǜ xíng wéi
法拉第电磁感应定律	fǎ lā dì diàn cí gǎn yìng dìng lǜ
法拉第电磁感应实验	fǎ lā dì diàn cí gǎn yìng shí yàn
法曲	fǎ qǔ
法曲献仙音	fǎ qǔ xiàn xiān yīn
法相	fǎ xiàng
法罗群岛	fǎ luó qún dǎo
法轮常转	fǎ lún cháng zhuàn
泙派	pēng pài
泙湃	pēng pài
泛供	fàn gòng
泛子	fàn zǐ
泛应	fàn yìng
泛应曲当	fàn yīng qǔ dāng
泛拚	fàn pīn
泛查	fàn zhā
泛泊	fàn bó
泛濆	fàn pēn
泛长	fàn cháng
泛驾	fěng jià
泞潦	nìng liáo
泡子	pāo zǐ
泡子河	pāo zǐ hé
泡桐	pāo tóng
泡涨	pào zhàng
泡货	pāo huò
波剌斯	bō là sī
波属云委	bō zhǔ yún wěi
波查	bō zhā
波流茅靡	bō liú máo mǐ
波罗	bō luó
波罗塞戏	bō luó sāi xì
波罗奢花	bō luó shē huā
波罗密	bō luó mì
波罗岸	bō luó àn
波罗树	bō luó shù
波罗的海	bō luó dì hǎi
波罗盖	bō luó gài
波罗蜜	bō luó mì
波长	bō cháng
波骇云属	bō hài yún zhǔ
泣下如雨	qǐ xià rú yǔ
泣下沾襟	qǐ xià zhān jīn
泣不成声	qǐ bù chéng shēng
泣愬	qì shuò
泣数行下	qì shù háng xià
泣麟悲凤	qǐ lín bēi fèng
泥佛	ní fó
泥佛劝土佛	ní fó quàn tǔ fó
泥冈子	ní gāng zǐ
泥古	nì gǔ
泥古不化	nì gǔ bù huà
泥古拘方	nì gǔ jū fāng
泥古非今	nì gǔ fēi jīn
泥名失实	nì míng shī shí
泥多佛大	ní duō fó dà
泥娃娃	ní wá wa
泥婆罗	ní pó luó
泥子	nì zǐ
泥守	nì shǒu
泥洼子	ní wā zǐ
泥筩花	ní yǒng huā
泥糊糊	ní hū hū
泥而不滓	niè ér bù zǐ
泥脚杆	ní jiǎo gǎn
泥腿杆	ní tuǐ gǎn
泥蟠不滓	ní pān bù zǐ
泥金帖子	ní jīn tiě zǐ
泥铛	ní chēng
泥鳅狗子	ní qiū gǒu zǐ
泥鳅脊	ní qiū jǐ
注兴	zhù xīng
注子	zhù zǐ
泪天倒地	lèi tiān dǎo dì
泪天泪地	lèi tiān lèi dì
泪干肠断	lèi gān cháng duàn
泪迹	lèi jì
泪颗子	lèi kē zǐ
泯没	mǐn mò
泰孃	tài ráng
泰山北斗	tài shān běi dǒu
泰山盘石	tai shān pán shí
泰折	tài shé
泰斗	tài dǒu
泰来否往	tài lái pǐ wǎng
泰来否极	tai lái fǒu jí
泰极而否	tài jí ér pǐ
泰然处之	tài rán chǔ zhī
泰甚	tài shèn
泰阿	tài ē
泱渀	yāng bēn
泱瀼	yǎng nǎng
泱轧	yāng zhá
泷冈	shuāng gāng
泷冈表	shuāng gāng biǎo
泼剌	pō là
泼剌剌	pō là là
泼剌货	pō là huò
泼喇喇	pō là là
泼天哄	pō tiān hǒng
泼弟子	pō dì zǐ
泼脏水	pō zāng shuǐ
泼脚子货	pō jiǎo zǐ huò
泽被后世	zé pī hòu shì
洁身自好	jié shēn zì hào
洄剌	huí là
洄曲	huí qǔ
洄闇	huí ān
洋为中用	yáng wéi zhōng yòng
洋味儿	yáng wèi er
洋地黄	yáng dì huáng
洋娃娃	yáng wá wa
洋子江	yáng zǐ jiāng
洋毛子	yáng máo zǐ
洋洋纚纚	yáng yáng sǎ sǎ
洋相	yáng xiàng
洋码子	yáng mǎ zǐ
洋胰子	yáng yí zǐ
洋落	yáng là
洋行	yáng háng
洋钿	yáng tián
洋铺子	yáng pù zǐ
洋镐	yáng hào
洒扫应对	sǎ sǎo yìng duì
洒海剌	sǎ hǎi là
洒狗血	sǎ gǒu xiě
洗剥	xǐ bāo
洗发精	xǐ fà jīng
洗掠	xǐ lüě
洗渒	xǐ pì
洗澣	xǐ hàn
洗罗	xǐ luó
洗马	xiǎn mǎ
洛钟东应	luò zhōng dōng yìng
洛阳才子	luò yáng cái zǐ
洞中肯綮	dòng zhōng kěn qìng
洞天福地	dòng tiān fú dì
洞子	dòng zǐ
洞子货	dòng zǐ huò
洞见症结	dòng jiàn zhēng jié
洞鉴废兴	dòng jiàn fèi xīng
津关险塞	jīn guān xiǎn sài
洪潦	hóng liáo
洪炉燎发	hóng lú liáo fà
活似	huó sì
活佛	huó fó
活动分子	huó dòng fèn zǐ
活喇喇	huó là là
活地图	huó dì tú
活地狱	huó dì yù
活头儿	huó tou er
活局子	huó jú zǐ
活忒忒	huó tuī tuī
活扑剌	huó pū là
活支剌	huó zhī là
活支煞	huó zhī shà
活泛	huó fá
活泼剌	huó pō là
活罗	huó luó
活跃分子	huó yuè fèn zǐ
活辣子	huó là zǐ
洼地	wā dì
洼子	wā zǐ
洽博德闻	qià bó duō wén
洽应	qià yìng
派不是	pài bú shì
派司	pā sī
派活儿	pài huó er
洿哗	wū huá
流佣	liú yòng
流匙	liú chí
流哇	liú wā
流天澈地	liú tiān chè dì
流子	liú zǐ
流年似水	liú nián sì shuǐ
流愬	liú shuò
流杯曲水	liú bēi qǔ shuǐ
流查	liú zhā
流泊	liú bó
流漂	liú piāo
流潦	liú liáo
流磻	liú bō
流荡子	liú dàng zǐ
流莩	liú piǎo
流血	liú xiě
流血漂卤	liú xuè piāo lǔ
流血漂橹	liú xiě piāo lǔ
流行歌曲	liú xíng gē qǔ
流觞曲水	liú shāng qǔ shuǐ
流风遗迹	liú fēng yí jì
浃渫	xiá xiè
浄住舍	jìng zhù shè
浄尽	jìng jìn
浄泊	jìng bó
浅切	qiǎn qiē
浅子	qiǎn zǐ
浅尽	qiǎn jìn
浅缪	qiǎn miù
浅薄	qiǎn bó
浅薄地	qiǎn bó de
浅闇	qiǎn ān
浅鲜	qiǎn xiǎn
浆子	jiāng zǐ
浇切糖	jiāo qiē táng
浇地	jiāo dì
浇薄	jiāo bó
浇风薄俗	jiāo fēng bó sú
浊子	zhuó zǐ
浊濊	zhuó wèi
测划	cè huá
测地	cè dì
测地卫星	cè dì wèi xīng
测地线	cè dì xiàn
测度	cè duó
测量	cè liáng
测量学	cè liáng xué
测量标志	cè liáng biāo zhì
测量标石	cè liáng biāo shí
测量船	cè liáng chuán
测量觇标	cè liáng chān biāo
济南	jǐ nán
济南市	jǐ nán shì
济南生	jǐ nán shēng
济宁	jǐ níng
济楚	jǐ chǔ
济济一堂	jǐ jǐ yī táng
济济哄哄	jì jì hǒng hǒng
济济楚楚	jì jǐ chǔ chǔ
济济漆漆	jì qí qī qī
济济跄跄	jì qí qiàng qiàng
济济锵锵	jì qí qiāng qiāng
济跄	qí qiàng
济难	jì nàn
济馋都护	jì chán dū hù
浑一似	hún yī sì
浑不似	hún bù sì
浑不是	hún bú shì
浑似	hún sì
浑名	hùn míng
浑天家	hún tiān jie
浑抡吞枣	hún lún tūn zǎo
浑朴	hún piáo
浑殽	hún yáo
浑沌	hùn dùn
浑沌氏	hùn dùn shì
浑浑沉沉	hún hún shěn chén
浑球儿	hún qiú er
浑舍	hún shè
浑身解数	hún shēn xiè shù
浒墅关	xǔ shù guān
浓妆淡抹	nóng zhuāng dàn mò
浓抹淡妆	nóng mò dàn zhuāng
浣衣菲食	huàn yī fěi shí
浥干	yì gān
浩亹	hào wěi
浩气长存	hào qì cháng cún
浩浩汤汤	hào hào shāng shāng
浪包喽	làng bāo lou
浪包搂	làng bāo lōu
浪头	làng tou
浪子	làng zǐ
浪子回头	làng zǐ huí tóu
浪子回头金不换	làng zǐ huí tóu jīn bù huàn
浪子宰相	làng zǐ zǎi xiàng
浪子车	làng zǐ chē
浪弟子	làng dì zǐ
浪拽	làng zhuài
浪荡子	làng dàng zǐ
浪藉	làng jiè
浪跄	làng qiàng
浪迹	làng jì
浪迹天下	làng jì tiān xià
浪迹天涯	làng jì tiān yá
浪迹江湖	làng jì jiāng hú
浪迹浮踪	làng jì fú zōng
浪迹萍踪	làng jì píng zōng
浮云朝露	fú yún zhāo lù
浮光跃金	fu guang yue jin
浮切	fú qiē
浮勒	fú lè
浮名薄利	fú míng bó lì
浮圆子	fú yuán zǐ
浮头儿	fú tou er
浮子	fú zǐ
浮尘子	fú chén zǐ
浮屠子	fú tú zǐ
浮收勒折	fú shōu lè shé
浮收勒索	fú shōu lè suǒ
浮查	fú zhā
浮法玻璃	fú fǎ bō li
浮漂	fú piāo
浮白载笔	fú bái zǎi bǐ
浮皮潦草	fú pí liáo cǎo
浮薄	fú bó
浮薄子	fú bó zǐ
浮踪浪迹	fú zōng làng jì
浮迹	fú jì
浮迹浪踪	fú jì làng zōng
浴佛	yù fó
浴佛会	yù fó huì
浴佛日	yù fó rì
浴佛水	yù fó shuǐ
浴佛节	yù fó jié
海参	hǎi shēn
海参崴	hǎi shēn wēi
海叵罗	hǎi pǒ luó
海地	hǎi dì
海子	hǎi zǐ
海底地貌	hǎi dǐ dì mào
海曲	hǎi qǔ
海查	hǎi zhā
海水不可斗量	hǎi shuǐ bù kě dǒu liáng
海水难量	hǎi shuǐ nán liáng
海沿子	hǎi yán zǐ
海涵地负	hǎi hán dì fù
海男子	hǎi nán zǐ
海罗	hǎi luó
海蛤	hǎi gé
海蜇	hǎi zhé
海难	hǎi nàn
海鹘	hǎi hú
浸没	jìn mò
浸潦	jìn liáo
涂地	tú dì
涂潦	tú liáo
涂迹	tú jì
涂长望	tú cháng wàng
消仆	xiāo pú
消倒	xiāo dǎo
消声匿迹	xiāo shēng nì jì
消声灭迹	xiāo shēng miè jì
消尽	xiāo jìn
消得	xiāo de
消愁释愦	xiāo cháo shì kuì
消折	xiāo shé
消煞	xiāo shà
消褪	xiāo tùn
涌长	yǒng cháng
涎濊	xián wèi
涓子	juān zǐ
涓滴不剩	juān dī bú shèng
涕泗滂沱	tì sì páng tuó
涝地	lào dì
涝洼地	lào wā dì
涟猗	lián yǐ
涡河	guō hé
涤地无类	dí dì wú lèi
涤场	dí cháng
涤故更新	dí gù gēng xīn
涤烦子	dí fán zǐ
涤瑕蹈隙	dí xiá dǎo xī
涨溢	zhàng yì
涨潦	zhǎng liáo
涨红	zhàng hóng
涨红了脸	zhàng hóng le liǎn
涨红脸地	zhàng hóng liǎn de
涨绿	zhàng lǜ
涨膀	zhàng bǎng
涨闷	zhàng mèn
涩剌剌	sè là là
涩勒	sè lè
涴演	wǎn yǎn
涵咀	hán zuǐ
涸思干虑	hé sī qián lǜ
淇奥	qí yù
淇澳	qí yù
淈尽	gǔ jìn
淋巴结	lín bā jì
淋滤	lìn lǜ
淋漓尽致	lín lí jìn zhì
淋潦	lín liáo
淋病	lìn bìng
淑人君子	shū rén jūn zǐ
淑湫	shū qiū
淖潦	nào liáo
淘潠	táo sùn
淜湃	péng pài
淜滂	péng pāng
淡不剌	dàn bù là
淡妆轻抹	dàn zhuāng qīng mò
淡朴	dàn piáo
淡沲	dàn duò
淡泊	dàn bó
淡泊以明志	dàn bó yǐ míng zhì
淡泊地	dàn bó de
淡泊明志	dàn bó míng zhì
淡然处之	dàn rán chǔ zhī
淡薄	dàn bó
淡薄地	dàn bó de
淤塞	yū sè
淫哇	yín wā
淫嫚	yín màn
淫掠	yín lüě
淫潦	yín liáo
淫词艳曲	yín cí yàn qǔ
淫长	yín cháng
淫靡	yín mǐ
淬琢	cuì zhuó
淮南子	huái nán zǐ
